id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2874,3,0,9,1,0,0,0,1,0.46,0.4545,0.77,0.2239,79
2875,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,86
2876,4,0,12,21,0,3,1,2,0.34,0.3333,0.66,0.1642,154
2877,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,76
2878,2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,63
2879,4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,74
2880,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,173
2881,3,1,9,3,0,6,0,2,0.66,0.5909,0.89,0.2239,43
2882,1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239,72
2883,4,1,11,14,0,0,0,2,0.3,0.2879,0.42,0.2537,203
2884,4,0,11,3,0,1,1,1,0.32,0.3485,0.93,0.0,3
2885,3,1,9,9,0,4,1,3,0.66,0.5909,0.94,0.1343,123
2886,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,1
2887,2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,539
2888,4,1,10,7,0,6,0,1,0.4,0.4091,0.82,0.0,65
2889,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,15
2890,4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239,146
2891,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,185
2892,4,1,12,6,0,2,1,2,0.34,0.303,0.71,0.2985,118
2893,2,1,4,0,0,2,1,1,0.4,0.4091,0.43,0.1343,33
2894,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,41
2895,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,104
2896,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,195
2897,3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,119
2898,3,1,9,20,0,2,1,1,0.74,0.6970000000000001,0.7,0.2537,385
2899,4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,217
2900,3,1,7,4,0,0,0,1,0.64,0.6061,0.69,0.194,13
2901,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,232
2902,4,1,12,20,0,2,1,2,0.5,0.4848,0.63,0.2239,306
2903,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,7
2904,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,92
2905,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,15
2906,1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,39
2907,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,199
2908,2,0,5,18,0,2,1,1,0.84,0.8029999999999999,0.53,0.194,417
2909,3,1,7,7,0,1,1,1,0.7,0.6667,0.84,0.1343,421
2910,3,0,8,11,0,3,1,1,0.78,0.6970000000000001,0.43,0.1045,128
2911,4,0,12,0,0,1,1,1,0.2,0.2273,0.75,0.0896,17
2912,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,84
2913,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,158
2914,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,127
2915,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,47
2916,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,150
2917,2,0,5,17,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,383
2918,1,0,2,8,0,6,0,3,0.2,0.2273,1.0,0.0896,10
2919,4,1,12,8,0,2,1,2,0.34,0.303,0.61,0.2985,724
2920,4,0,12,14,0,3,1,3,0.44,0.4394,1.0,0.194,25
2921,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,340
2922,3,1,9,14,0,0,0,1,0.72,0.6515,0.3,0.2836,647
2923,3,1,9,21,0,1,1,1,0.56,0.5303,0.49,0.1642,285
2924,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,4
2925,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,5
2926,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,262
2927,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,444
2928,2,1,4,12,0,6,0,1,0.64,0.6212,0.57,0.2239,640
2929,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,192
2930,1,1,12,17,0,4,1,2,0.26,0.2424,0.52,0.2836,257
2931,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,7
2932,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,185
2933,3,1,7,8,0,1,1,1,0.72,0.6970000000000001,0.79,0.1045,738
2934,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,233
2935,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,148
2936,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,305
2937,3,1,6,11,0,4,1,1,0.86,0.7879,0.41,0.1343,161
2938,3,0,9,19,0,3,1,2,0.7,0.6515,0.7,0.1045,381
2939,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,539
2940,2,1,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,51
2941,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,4
2942,4,1,9,9,0,0,0,1,0.5,0.4848,0.51,0.3284,276
2943,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896,11
2944,4,1,12,3,0,0,0,2,0.4,0.4091,0.87,0.1045,48
2945,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,116
2946,1,1,12,22,0,0,0,1,0.24,0.2576,0.6,0.1045,58
2947,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,146
2948,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,56
2949,4,1,10,12,0,2,1,2,0.62,0.6212,0.46,0.0896,378
2950,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,464
2951,3,0,8,12,0,1,1,1,0.9,0.8029999999999999,0.33,0.2537,168
2952,3,0,9,12,0,3,1,2,0.64,0.5909,0.78,0.0896,193
2953,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,124
2954,1,1,12,3,0,0,0,2,0.26,0.2273,0.56,0.4179,15
2955,4,1,10,19,0,5,1,1,0.42,0.4242,0.41,0.2239,493
2956,2,1,4,23,0,1,1,2,0.52,0.5,0.55,0.2239,60
2957,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,367
2958,3,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,127
2959,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,101
2960,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,455
2961,3,0,9,15,0,4,1,1,0.72,0.6667,0.51,0.1343,174
2962,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,6
2963,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,5
2964,2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,191
2965,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,686
2966,2,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,489
2967,4,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,617
2968,2,1,5,15,0,6,0,1,0.68,0.6212,0.24,0.194,590
2969,3,1,9,13,0,2,1,1,0.66,0.6212,0.29,0.0896,328
2970,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,170
2971,2,1,5,20,0,0,0,1,0.6,0.6061,0.64,0.194,276
2972,2,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,373
2973,4,1,10,3,0,6,0,1,0.5,0.4848,0.88,0.1642,26
2974,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,620
2975,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,546
2976,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,187
2977,3,1,9,4,0,1,1,1,0.52,0.5,0.68,0.2836,5
2978,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,323
2979,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,9
2980,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,3
2981,2,1,6,0,0,4,1,1,0.52,0.5,0.77,0.1343,59
2982,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,166
2983,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,9
2984,3,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.1343,14
2985,1,1,12,6,1,2,0,2,0.22,0.2273,0.93,0.1343,7
2986,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,228
2987,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,168
2988,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,2
2989,1,1,2,1,0,1,1,1,0.12,0.1212,0.5,0.2239,6
2990,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0.0,213
2991,2,1,6,6,0,0,0,1,0.62,0.5909,0.73,0.0,30
2992,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239,404
2993,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,544
2994,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,293
2995,2,0,5,22,0,5,1,1,0.54,0.5152,0.73,0.0,152
2996,3,0,8,19,0,3,1,3,0.7,0.6667,0.84,0.0,321
2997,2,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,18
2998,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,398
2999,4,0,11,11,0,6,0,1,0.36,0.3636,0.46,0.1045,238
3000,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,189
3001,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,57
3002,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,110
3003,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,182
3004,1,1,1,20,0,2,1,1,0.32,0.3485,0.76,0.0,229
3005,2,1,5,16,0,2,1,3,0.64,0.6061,0.73,0.2239,389
3006,3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239,124
3007,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,5
3008,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0.0,316
3009,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,230
3010,1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0.0,99
3011,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,61
3012,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,277
3013,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,478
3014,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,414
3015,2,1,5,13,0,5,1,2,0.64,0.6061,0.73,0.0,278
3016,4,1,11,13,0,0,0,1,0.4,0.4091,0.43,0.2239,493
3017,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,177
3018,2,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985,493
3019,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,51
3020,2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,18
3021,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,225
3022,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,61
3023,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,374
3024,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,294
3025,3,1,9,9,0,2,1,2,0.66,0.6061,0.83,0.5821,293
3026,1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,18
3027,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,68
3028,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,282
3029,4,0,11,1,0,5,1,2,0.4,0.4091,0.82,0.0,17
3030,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,498
3031,3,0,9,8,0,6,0,1,0.64,0.6061,0.69,0.1642,89
3032,3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881,39
3033,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,10
3034,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,631
3035,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,31
3036,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,215
3037,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,49
3038,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,149
3039,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,472
3040,3,1,6,8,0,0,0,1,0.7,0.6515,0.58,0.0,141
3041,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,39
3042,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,26
3043,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,126
3044,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,10
3045,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,65
3046,4,1,10,6,0,4,1,2,0.52,0.5,0.88,0.194,171
3047,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,7
3048,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,244
3049,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,3
3050,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,167
3051,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,75
3052,2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,11
3053,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,223
3054,4,0,11,15,0,0,0,1,0.48,0.4697,0.51,0.194,306
3055,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,8
3056,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,166
3057,3,1,7,1,0,1,1,1,0.7,0.6667,0.74,0.0,19
3058,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,26
3059,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,33
3060,3,1,8,0,0,3,1,1,0.68,0.6364,0.79,0.1642,47
3061,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0.0,173
3062,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,147
3063,4,0,12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,20
3064,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,93
3065,2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,372
3066,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,73
3067,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,87
3068,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0.0,266
3069,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11
3070,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,180
3071,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,612
3072,3,1,8,17,0,2,1,1,0.8,0.6970000000000001,0.35,0.3881,864
3073,3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,260
3074,4,1,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,165
3075,4,1,11,11,0,6,0,2,0.28,0.2576,0.41,0.2985,186
3076,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,112
3077,3,1,7,3,0,1,1,2,0.72,0.6667,0.54,0.4179,5
3078,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,86
3079,3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,211
3080,2,1,5,5,0,1,1,2,0.54,0.5152,0.77,0.1642,26
3081,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,68
3082,3,1,7,9,0,0,0,1,0.72,0.6818,0.62,0.2537,226
3083,3,1,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,275
3084,3,1,8,3,0,0,0,2,0.62,0.6061,0.61,0.1642,55
3085,3,0,6,16,0,3,1,2,0.82,0.8029999999999999,0.59,0.3284,258
3086,3,1,6,15,0,5,1,1,0.96,0.9091,0.36,0.0,230
3087,4,1,10,0,0,5,1,1,0.4,0.4091,0.66,0.1045,68
3088,1,1,2,2,0,4,1,2,0.3,0.3182,0.7,0.0896,7
3089,2,0,4,0,0,6,0,2,0.44,0.4394,0.54,0.2537,106
3090,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,5
3091,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,308
3092,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,9
3093,4,1,10,2,0,4,1,1,0.54,0.5152,0.77,0.0,18
3094,3,1,6,2,0,0,0,2,0.68,0.6364,0.51,0.0,114
3095,3,0,8,20,0,3,1,3,0.7,0.6667,0.84,0.1045,87
3096,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,93
3097,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045,135
3098,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,20
3099,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,28
3100,1,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,90
3101,4,1,12,19,0,6,0,1,0.4,0.4091,0.87,0.0,246
3102,3,0,9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,362
3103,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,78
3104,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,59
3105,3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,444
3106,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,41
3107,4,0,11,23,0,1,1,1,0.56,0.5303,0.64,0.2985,61
3108,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,327
3109,1,1,3,0,0,6,0,3,0.36,0.3636,0.93,0.0896,22
3110,3,1,8,14,0,1,1,1,0.8,0.6970000000000001,0.33,0.1045,248
3111,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,555
3112,3,1,6,4,0,4,1,1,0.7,0.6667,0.84,0.0896,12
3113,1,0,3,9,0,4,1,3,0.4,0.4091,0.0,0.2239,24
3114,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,144
3115,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,307
3116,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,668
3117,2,0,5,17,0,2,1,1,0.84,0.8029999999999999,0.53,0.2239,495
3118,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,5
3119,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,468
3120,2,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,189
3121,4,1,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,238
3122,4,1,12,23,0,4,1,3,0.4,0.4091,0.82,0.2985,13
3123,4,0,12,19,0,2,1,1,0.38,0.3939,0.66,0.0,224
3124,4,0,12,20,0,2,1,1,0.36,0.3788,0.66,0.0,147
3125,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0.0,222
3126,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,126
3127,2,1,5,1,0,2,1,3,0.56,0.5303,0.88,0.1343,19
3128,3,1,6,6,0,4,1,1,0.62,0.6212,0.57,0.0896,193
3129,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,60
3130,2,0,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,124
3131,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,124
3132,3,1,9,10,0,4,1,1,0.58,0.5455,0.53,0.0896,190
3133,3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,747
3134,4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,15
3135,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,18
3136,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,0.0,232
3137,4,1,11,22,0,5,1,1,0.3,0.3333,0.75,0.0,163
3138,3,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,181
3139,3,0,7,0,0,5,1,1,0.74,0.6970000000000001,0.66,0.1045,47
3140,2,1,5,20,0,3,1,1,0.52,0.5,0.77,0.2537,338
3141,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,18
3142,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,522
3143,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,176
3144,1,0,2,8,0,1,1,2,0.16,0.2273,1.0,0.0,230
3145,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,129
3146,4,1,10,3,0,3,1,1,0.5,0.4848,0.77,0.0896,4
3147,4,1,11,20,0,5,1,1,0.36,0.3485,0.66,0.1343,255
3148,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,119
3149,4,1,11,2,0,4,1,1,0.22,0.2727,0.64,0.0,7
3150,4,1,12,8,0,2,1,1,0.38,0.3939,0.94,0.0,662
3151,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,164
3152,2,1,5,5,0,5,1,1,0.56,0.5303,0.88,0.194,24
3153,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,154
3154,1,1,2,10,0,4,1,3,0.32,0.3333,0.7,0.1343,44
3155,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,69
3156,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,221
3157,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,287
3158,2,1,5,10,0,4,1,2,0.52,0.5,0.77,0.0,168
3159,4,0,11,2,0,3,1,1,0.32,0.3485,0.93,0.0,5
3160,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0.0,20
3161,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,144
3162,3,0,9,12,0,1,1,2,0.58,0.5455,0.6,0.0896,189
3163,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,126
3164,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,179
3165,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,69
3166,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0.0,51
3167,4,1,10,2,0,0,0,1,0.4,0.4091,0.62,0.1642,132
3168,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,172
3169,2,1,4,0,0,6,0,1,0.52,0.5,0.77,0.2239,142
3170,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,35
3171,4,1,12,16,0,0,0,2,0.38,0.3939,0.82,0.1045,400
3172,2,1,5,12,0,6,0,1,0.66,0.6212,0.36,0.0,642
3173,4,1,12,21,0,0,0,2,0.36,0.3788,0.93,0.0,106
3174,2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,14
3175,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,4
3176,2,1,5,13,0,2,1,2,0.64,0.6061,0.73,0.0,243
3177,4,1,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642,332
3178,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,98
3179,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,117
3180,4,1,12,20,0,4,1,1,0.3,0.3333,0.45,0.0,241
3181,3,1,6,9,0,5,1,1,0.76,0.6970000000000001,0.55,0.1642,300
3182,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,163
3183,3,1,8,11,0,4,1,1,0.76,0.6818,0.4,0.0896,276
3184,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,205
3185,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,27
3186,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,246
3187,2,1,5,21,0,5,1,1,0.7,0.6515,0.65,0.1343,255
3188,2,0,6,14,0,5,1,1,0.76,0.6970000000000001,0.52,0.194,215
3189,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,296
3190,1,0,12,17,0,3,1,3,0.44,0.4394,1.0,0.3284,229
3191,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,517
3192,4,1,11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,210
3193,1,1,2,15,0,4,1,3,0.34,0.3636,0.76,0.0,53
3194,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,132
3195,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,74
3196,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,336
3197,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,95
3198,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,26
3199,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,64
3200,2,1,5,16,0,6,0,2,0.68,0.6364,0.65,0.3881,540
3201,3,1,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,487
3202,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,2
3203,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,627
3204,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,116
3205,3,0,8,14,0,1,1,1,0.92,0.8182,0.29,0.194,123
3206,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,77
3207,2,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,494
3208,2,0,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,175
3209,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,638
3210,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,24
3211,3,1,7,6,0,5,1,1,0.74,0.6970000000000001,0.66,0.194,131
3212,2,0,5,2,0,5,1,1,0.38,0.3939,0.62,0.1045,16
3213,3,0,7,11,0,5,1,1,0.8,0.6970000000000001,0.26,0.0,214
3214,4,0,12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,16
3215,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,102
3216,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,220
3217,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,76
3218,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,3
3219,3,1,9,19,0,5,1,1,0.68,0.6364,0.57,0.1642,579
3220,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,309
3221,4,1,10,22,0,6,0,1,0.44,0.4394,0.62,0.1343,185
3222,3,1,8,16,0,4,1,1,0.86,0.7727,0.39,0.2537,417
3223,3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,233
3224,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,56
3225,3,1,8,4,0,3,1,1,0.64,0.5758,0.83,0.1045,4
3226,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,98
3227,3,1,8,14,0,4,1,1,0.88,0.7727,0.32,0.2239,247
3228,4,1,10,16,0,4,1,1,0.6,0.6212,0.56,0.2836,450
3229,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,5
3230,4,0,12,23,0,2,1,3,0.46,0.4545,1.0,0.1642,53
3231,1,0,2,4,0,0,0,1,0.26,0.2273,0.6,0.3582,2
